fips,county,floor,activity,ura_county
27129,RENVILLE            ,0,2.1,1.46313
27129,RENVILLE            ,1,5.8,1.46313
27131,RICE                ,0,9.7,1.21306
27131,RICE                ,0,6.4,1.21306
27131,RICE                ,0,4.6,1.21306
27131,RICE                ,0,5.6,1.21306
27131,RICE                ,0,19,1.21306
27131,RICE                ,1,2.4,1.21306
27131,RICE                ,0,3,1.21306
27131,RICE                ,0,5.1,1.21306
27131,RICE                ,0,7.7,1.21306
27131,RICE                ,0,8.1,1.21306
27131,RICE                ,0,4.7,1.21306
27133,ROCK                ,0,8.4,1.69558
27133,ROCK                ,0,1.6,1.69558
27135,ROSEAU              ,1,6,0.808928
27135,ROSEAU              ,1,1.1,0.808928
27135,ROSEAU              ,0,11.4,0.808928
27135,ROSEAU              ,1,4.3,0.808928
27135,ROSEAU              ,1,3.6,0.808928
27135,ROSEAU              ,0,10.3,0.808928
27135,ROSEAU              ,1,3.4,0.808928
27135,ROSEAU              ,0,3.1,0.808928
27135,ROSEAU              ,0,3.6,0.808928
27135,ROSEAU              ,0,2.7,0.808928
27135,ROSEAU              ,0,4,0.808928
27135,ROSEAU              ,1,1.2,0.808928
27135,ROSEAU              ,1,1.7,0.808928
27135,ROSEAU              ,1,4.2,0.808928
27139,SCOTT               ,1,19.3,1.06515
27139,SCOTT               ,1,9.1,1.06515
27139,SCOTT               ,0,2,1.06515
27139,SCOTT               ,0,11.4,1.06515
27139,SCOTT               ,0,10.2,1.06515
27139,SCOTT               ,1,2.1,1.06515
27139,SCOTT               ,0,1.2,1.06515
27139,SCOTT               ,0,3.2,1.06515
27139,SCOTT               ,1,2,1.06515
27139,SCOTT               ,0,4.3,1.06515
27139,SCOTT               ,0,2.2,1.06515
27139,SCOTT               ,0,5.4,1.06515
27139,SCOTT               ,0,25.2,1.06515
27141,SHERBURNE           ,0,5.1,0.504879
27141,SHERBURNE           ,0,2.3,0.504879
27141,SHERBURNE           ,0,3.2,0.504879
27141,SHERBURNE           ,0,2.5,0.504879
27141,SHERBURNE           ,0,2.8,0.504879
27141,SHERBURNE           ,0,3.1,0.504879
27141,SHERBURNE           ,0,1.6,0.504879
27141,SHERBURNE           ,0,4.7,0.504879
27143,SIBLEY              ,0,4,1.26771
27143,SIBLEY              ,0,5,1.26771
27143,SIBLEY              ,0,1.5,1.26771
27143,SIBLEY              ,0,4.8,1.26771
27137,ST LOUIS            ,0,0.8,0.622088
27137,ST LOUIS            ,1,0.5,0.622088
27137,ST LOUIS            ,0,2.4,0.622088
27137,ST LOUIS            ,0,2.3,0.622088
27137,ST LOUIS            ,0,4.6,0.622088
27137,ST LOUIS            ,0,11,0.622088
27137,ST LOUIS            ,0,14.9,0.622088
27137,ST LOUIS            ,0,8.6,0.622088
27137,ST LOUIS            ,0,4.5,0.622088
27137,ST LOUIS            ,0,1.5,0.622088
27137,ST LOUIS            ,0,3.9,0.622088
27137,ST LOUIS            ,0,1.8,0.622088
27137,ST LOUIS            ,0,1.6,0.622088
27137,ST LOUIS            ,0,0.5,0.622088
27137,ST LOUIS            ,1,0.4,0.622088
27137,ST LOUIS            ,1,0.5,0.622088
27137,ST LOUIS            ,0,8.7,0.622088
27137,ST LOUIS            ,1,1.6,0.622088
27137,ST LOUIS            ,0,1.4,0.622088
27137,ST LOUIS            ,0,8.7,0.622088
27137,ST LOUIS            ,0,11.1,0.622088
27137,ST LOUIS            ,0,1.5,0.622088
27137,ST LOUIS            ,0,1.1,0.622088
27137,ST LOUIS            ,1,0.9,0.622088
27137,ST LOUIS            ,0,0.7,0.622088
27137,ST LOUIS            ,0,4.2,0.622088
27137,ST LOUIS            ,0,3.4,0.622088
27137,ST LOUIS            ,1,2.1,0.622088
27137,ST LOUIS            ,0,2.9,0.622088
27137,ST LOUIS            ,0,1.8,0.622088
27137,ST LOUIS            ,0,1.8,0.622088
27137,ST LOUIS            ,0,2.4,0.622088
27137,ST LOUIS            ,0,1.7,0.622088
27137,ST LOUIS            ,1,0.8,0.622088
27137,ST LOUIS            ,0,11.7,0.622088
27137,ST LOUIS            ,0,1.8,0.622088
27137,ST LOUIS            ,0,2.8,0.622088
27137,ST LOUIS            ,1,3.5,0.622088
27137,ST LOUIS            ,0,3.6,0.622088
27137,ST LOUIS            ,0,3.5,0.622088
27137,ST LOUIS            ,0,3,0.622088
27137,ST LOUIS            ,1,3.2,0.622088
27137,ST LOUIS            ,0,3.1,0.622088
27137,ST LOUIS            ,0,3.3,0.622088
27137,ST LOUIS            ,1,1.7,0.622088
27137,ST LOUIS            ,0,5.6,0.622088
27137,ST LOUIS            ,0,3.4,0.622088
27137,ST LOUIS            ,0,1.5,0.622088
27137,ST LOUIS            ,0,32.2,0.622088
27137,ST LOUIS            ,0,1.1,0.622088
27137,ST LOUIS            ,0,2.1,0.622088
27137,ST LOUIS            ,0,0.8,0.622088
27137,ST LOUIS            ,0,1.5,0.622088
27137,ST LOUIS            ,0,1.3,0.622088
27137,ST LOUIS            ,0,3.1,0.622088
27137,ST LOUIS            ,0,7.2,0.622088
27137,ST LOUIS            ,0,1.4,0.622088
27137,ST LOUIS            ,0,1.3,0.622088
27137,ST LOUIS            ,0,1.5,0.622088
27137,ST LOUIS            ,0,5,0.622088
27137,ST LOUIS            ,0,2.3,0.622088
27137,ST LOUIS            ,0,2.4,0.622088
27137,ST LOUIS            ,0,1.2,0.622088
27137,ST LOUIS            ,0,5.4,0.622088
27137,ST LOUIS            ,0,1.1,0.622088
27137,ST LOUIS            ,0,1.4,0.622088
27137,ST LOUIS            ,1,7.2,0.622088
27137,ST LOUIS            ,0,1.1,0.622088
27137,ST LOUIS            ,0,3.3,0.622088
27137,ST LOUIS            ,0,3.2,0.622088
27137,ST LOUIS            ,0,1.5,0.622088
27137,ST LOUIS            ,0,3.6,0.622088
27137,ST LOUIS            ,0,0.8,0.622088
27137,ST LOUIS            ,0,1.6,0.622088
27137,ST LOUIS            ,0,1.4,0.622088
27137,ST LOUIS            ,0,2.7,0.622088
27137,ST LOUIS            ,0,3.3,0.622088
27137,ST LOUIS            ,0,0.9,0.622088
27137,ST LOUIS            ,0,0.6,0.622088
27137,ST LOUIS            ,0,2,0.622088
27137,ST LOUIS            ,0,1.9,0.622088
27137,ST LOUIS            ,0,0.9,0.622088
27137,ST LOUIS            ,0,5.4,0.622088
27137,ST LOUIS            ,0,1.5,0.622088
27137,ST LOUIS            ,0,3.1,0.622088
27137,ST LOUIS            ,0,1.8,0.622088
27137,ST LOUIS            ,1,0.9,0.622088
27137,ST LOUIS            ,0,3.3,0.622088
27137,ST LOUIS            ,0,1.7,0.622088
27137,ST LOUIS            ,0,3.1,0.622088
27137,ST LOUIS            ,1,0.7,0.622088
27137,ST LOUIS            ,0,4.3,0.622088
27137,ST LOUIS            ,0,1.4,0.622088
27137,ST LOUIS            ,0,1.8,0.622088
27137,ST LOUIS            ,0,1.5,0.622088
27137,ST LOUIS            ,1,2.2,0.622088
27137,ST LOUIS            ,0,2.4,0.622088
27137,ST LOUIS            ,0,2.7,0.622088
27137,ST LOUIS            ,0,1.7,0.622088
27137,ST LOUIS            ,1,1.1,0.622088
27137,ST LOUIS            ,1,1.8,0.622088
27137,ST LOUIS            ,0,0.2,0.622088
27137,ST LOUIS            ,0,2.2,0.622088
27137,ST LOUIS            ,0,4.6,0.622088
27137,ST LOUIS            ,0,2.1,0.622088
27137,ST LOUIS            ,0,2,0.622088
27137,ST LOUIS            ,0,0.7,0.622088
27137,ST LOUIS            ,0,6.4,0.622088
27137,ST LOUIS            ,0,3,0.622088
27137,ST LOUIS            ,0,2,0.622088
27137,ST LOUIS            ,0,0.9,0.622088
27137,ST LOUIS            ,0,3.3,0.622088
27137,ST LOUIS            ,0,1.8,0.622088
27137,ST LOUIS            ,0,1.8,0.622088
27137,ST LOUIS            ,0,2.2,0.622088
27137,ST LOUIS            ,0,4.3,0.622088
27145,STEARNS             ,0,7.5,1.12344
27145,STEARNS             ,0,6.4,1.12344
27145,STEARNS             ,0,8.3,1.12344
27145,STEARNS             ,0,2.1,1.12344
27145,STEARNS             ,0,3.3,1.12344
27145,STEARNS             ,0,1.3,1.12344
27145,STEARNS             ,0,5,1.12344
27145,STEARNS             ,1,1,1.12344
27145,STEARNS             ,0,7,1.12344
27145,STEARNS             ,0,5.7,1.12344
27145,STEARNS             ,0,10.1,1.12344
27145,STEARNS             ,0,6.6,1.12344
27145,STEARNS             ,1,2.6,1.12344
27145,STEARNS             ,0,3.3,1.12344
27145,STEARNS             ,1,1.5,1.12344
27145,STEARNS             ,0,5,1.12344
27145,STEARNS             ,0,7.4,1.12344
27145,STEARNS             ,0,14.5,1.12344
27145,STEARNS             ,0,1.8,1.12344
27145,STEARNS             ,0,7.4,1.12344
27145,STEARNS             ,0,2.6,1.12344
27145,STEARNS             ,0,3.7,1.12344
27145,STEARNS             ,0,1.9,1.12344
27145,STEARNS             ,1,2.2,1.12344
27145,STEARNS             ,0,5,1.12344
27147,STEELE              ,0,7.3,1.30971
27147,STEELE              ,0,3.7,1.30971
27147,STEELE              ,0,2.9,1.30971
27147,STEELE              ,0,4.4,1.30971
27147,STEELE              ,0,8.4,1.30971
27147,STEELE              ,0,5.1,1.30971
27147,STEELE              ,0,3.6,1.30971
27147,STEELE              ,0,1.5,1.30971
27147,STEELE              ,0,8.6,1.30971
27147,STEELE              ,0,10.6,1.30971
27149,STEVENS             ,0,8,1.60124
27149,STEVENS             ,0,4.5,1.60124
27151,SWIFT               ,0,3,1.37167
27151,SWIFT               ,0,2.4,1.37167
27151,SWIFT               ,0,1.5,1.37167
27151,SWIFT               ,0,4.8,1.37167
27153,TODD                ,0,6.8,0.95424
27153,TODD                ,0,2.1,0.95424
27153,TODD                ,1,6,0.95424
27155,TRAVERSE            ,1,2.9,1.64476
27155,TRAVERSE            ,0,6.7,1.64476
27155,TRAVERSE            ,0,19.3,1.64476
27155,TRAVERSE            ,0,4,1.64476
27157,WABASHA             ,0,5.9,1.16193
27157,WABASHA             ,0,9,1.16193
27157,WABASHA             ,0,8.4,1.16193
27157,WABASHA             ,1,1.1,1.16193
27157,WABASHA             ,0,3.1,1.16193
27157,WABASHA             ,0,11.5,1.16193
27157,WABASHA             ,0,9.6,1.16193
27159,WADENA              ,0,2.9,0.510671
27159,WADENA              ,1,0.7,0.510671
27159,WADENA              ,1,3.2,0.510671
27159,WADENA              ,0,4.7,0.510671
27159,WADENA              ,0,4.8,0.510671
27161,WASECA              ,0,0.4,1.23666
27161,WASECA              ,0,9.3,1.23666
27161,WASECA              ,0,1.7,1.23666
27161,WASECA              ,1,0.9,1.23666
27163,WASHINGTON          ,0,10.2,0.862876
27163,WASHINGTON          ,0,7.7,0.862876
27163,WASHINGTON          ,0,2.2,0.862876
27163,WASHINGTON          ,0,6.5,0.862876
27163,WASHINGTON          ,0,12.2,0.862876
27163,WASHINGTON          ,0,4.6,0.862876
27163,WASHINGTON          ,0,6.2,0.862876
27163,WASHINGTON          ,0,6.5,0.862876
27163,WASHINGTON          ,0,2.8,0.862876
27163,WASHINGTON          ,0,1.9,0.862876
27163,WASHINGTON          ,1,1.2,0.862876
27163,WASHINGTON          ,0,2.4,0.862876
27163,WASHINGTON          ,0,1,0.862876
27163,WASHINGTON          ,1,1.2,0.862876
27163,WASHINGTON          ,0,1.6,0.862876
27163,WASHINGTON          ,0,0.8,0.862876
27163,WASHINGTON          ,0,1.7,0.862876
27163,WASHINGTON          ,0,4.7,0.862876
27163,WASHINGTON          ,1,1.7,0.862876
27163,WASHINGTON          ,0,3.3,0.862876
27163,WASHINGTON          ,1,0.8,0.862876
27163,WASHINGTON          ,0,9.8,0.862876
27163,WASHINGTON          ,0,5.3,0.862876
27163,WASHINGTON          ,0,8.5,0.862876
27163,WASHINGTON          ,0,1.9,0.862876
27163,WASHINGTON          ,0,6.6,0.862876
27163,WASHINGTON          ,0,3.8,0.862876
27163,WASHINGTON          ,0,5.9,0.862876
27163,WASHINGTON          ,0,4.9,0.862876
27163,WASHINGTON          ,1,2.5,0.862876
27163,WASHINGTON          ,0,10.7,0.862876
27163,WASHINGTON          ,0,2.4,0.862876
27163,WASHINGTON          ,0,2.1,0.862876
27163,WASHINGTON          ,0,4.7,0.862876
27163,WASHINGTON          ,0,3.7,0.862876
27163,WASHINGTON          ,0,13.4,0.862876
27163,WASHINGTON          ,0,2.9,0.862876
27163,WASHINGTON          ,0,4.3,0.862876
27163,WASHINGTON          ,0,3.8,0.862876
27163,WASHINGTON          ,0,1.8,0.862876
27163,WASHINGTON          ,0,1.5,0.862876
27163,WASHINGTON          ,0,1.8,0.862876
27163,WASHINGTON          ,0,1.3,0.862876
27163,WASHINGTON          ,0,6.6,0.862876
27163,WASHINGTON          ,0,20.4,0.862876
27163,WASHINGTON          ,0,6,0.862876
27165,WATONWAN            ,0,13.8,1.2011
27165,WATONWAN            ,1,10.2,1.2011
27165,WATONWAN            ,1,5.7,1.2011
27167,WILKIN              ,0,9.3,1.26622
27169,WINONA              ,0,3.4,1.58917
27169,WINONA              ,0,4.1,1.58917
27169,WINONA              ,0,11.6,1.58917
27169,WINONA              ,0,7.2,1.58917
27169,WINONA              ,0,4.7,1.58917
27169,WINONA              ,1,1.8,1.58917
27169,WINONA              ,1,0.7,1.58917
27169,WINONA              ,0,4.7,1.58917
27169,WINONA              ,0,10.2,1.58917
27169,WINONA              ,0,11.3,1.58917
27169,WINONA              ,0,7.6,1.58917
27169,WINONA              ,0,11.8,1.58917
27169,WINONA              ,1,0.5,1.58917
27171,WRIGHT              ,0,6.7,0.913909
27171,WRIGHT              ,0,5.3,0.913909
27171,WRIGHT              ,0,3.1,0.913909
27171,WRIGHT              ,0,2.1,0.913909
27171,WRIGHT              ,0,7.3,0.913909
27171,WRIGHT              ,0,5.1,0.913909
27171,WRIGHT              ,0,2.2,0.913909
27171,WRIGHT              ,1,2.3,0.913909
27171,WRIGHT              ,0,15.9,0.913909
27171,WRIGHT              ,0,9.5,0.913909
27171,WRIGHT              ,0,6.4,0.913909
27171,WRIGHT              ,0,4.5,0.913909
27171,WRIGHT              ,0,5,0.913909
27173,YELLOW MEDICINE     ,0,3.7,1.42659
27173,YELLOW MEDICINE     ,0,2.9,1.42659
